GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH1OE001,AH1OE002,AH1OE003,AH1OE004,AH1OE005,AH1OE006,AH1OE007,AH1OE008,AH1OE009,AH1OE010,AH1OE011,AH1OE012,AH1OE013,AH1OE014,AH1OE015,AH1OE016,AH1OE017,NAME_M,AH1OM001,AH1OM002,AH1OM003,AH1OM004,AH1OM005,AH1OM006,AH1OM007,AH1OM008,AH1OM009,AH1OM010,AH1OM011,AH1OM012,AH1OM013,AH1OM014,AH1OM015,AH1OM016,AH1OM017
"G12005700062004","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 62, Hillsborough County, Florida",397,0,37,0,29,20,0,0,13,0,11,29,72,47,9,10,120,"Block Group 4, Census Tract 62, Hillsborough County, Florida",71,13,53,13,26,22,13,13,20,13,17,27,56,35,15,16,47
"G12005700063001","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 63, Hillsborough County, Florida",338,8,0,16,10,0,0,0,9,25,9,96,19,50,21,45,30,"Block Group 1, Census Tract 63, Hillsborough County, Florida",61,14,13,17,16,13,13,13,14,24,15,65,21,36,23,29,27
"G12005700063002","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 63, Hillsborough County, Florida",436,0,9,26,29,29,0,0,9,36,0,27,42,26,8,18,177,"Block Group 2, Census Tract 63, Hillsborough County, Florida",70,13,14,42,45,27,13,13,15,44,13,24,33,24,14,20,55
"G12005700063003","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 63, Hillsborough County, Florida",333,0,0,10,0,28,9,8,0,17,28,22,23,73,25,29,61,"Block Group 3, Census Tract 63, Hillsborough County, Florida",60,13,13,15,13,46,14,12,13,20,20,25,21,46,23,27,32
"G12005700063004","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 63, Hillsborough County, Florida",410,23,0,0,10,19,11,9,9,9,56,23,22,69,9,70,71,"Block Group 4, Census Tract 63, Hillsborough County, Florida",64,36,13,13,15,21,16,14,13,14,48,24,21,39,16,46,39
"G12005700064001","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 64, Hillsborough County, Florida",239,0,0,0,0,0,11,0,0,8,13,24,12,54,4,18,95,"Block Group 1, Census Tract 64, Hillsborough County, Florida",49,13,13,13,13,13,17,13,13,12,20,26,14,33,8,18,48
"G12005700064002","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 64, Hillsborough County, Florida",388,0,35,18,0,0,0,7,0,0,7,11,41,66,20,36,147,"Block Group 2, Census Tract 64, Hillsborough County, Florida",59,13,38,28,13,13,13,12,13,13,11,18,31,42,21,31,44
"G12005700064003","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 64, Hillsborough County, Florida",314,0,12,10,0,0,11,0,9,12,12,11,30,71,17,25,94,"Block Group 3, Census Tract 64, Hillsborough County, Florida",49,13,19,17,13,13,18,13,14,19,18,17,29,40,18,21,38
"G12005700064004","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006400","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 64, Hillsborough County, Florida",538,0,21,8,11,55,0,0,0,10,48,11,79,124,33,60,78,"Block Group 4, Census Tract 64, Hillsborough County, Florida",89,13,23,14,17,57,13,13,13,16,37,17,43,77,28,46,42
"G12005700065011","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006501","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 65.01, Hillsborough County, Florida",620,136,123,39,20,29,41,22,1,0,6,41,60,46,27,5,24,"Block Group 1, Census Tract 65.01, Hillsborough County, Florida",99,85,58,43,18,24,27,21,8,13,10,35,43,41,40,10,28
"G12005700065012","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006501","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 65.01, Hillsborough County, Florida",289,0,10,7,7,0,0,5,6,9,5,38,60,112,22,0,8,"Block Group 2, Census Tract 65.01, Hillsborough County, Florida",78,13,15,11,10,13,13,10,9,13,8,34,45,96,41,13,13
"G12005700065013","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006501","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 65.01, Hillsborough County, Florida",458,5,20,0,36,8,7,36,31,25,24,121,38,52,32,5,18,"Block Group 3, Census Tract 65.01, Hillsborough County, Florida",86,10,21,13,37,13,12,33,31,39,22,62,39,40,30,8,22
"G12005700065014","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006501","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 65.01, Hillsborough County, Florida",325,28,24,8,17,67,28,0,7,0,7,29,5,28,40,25,12,"Block Group 4, Census Tract 65.01, Hillsborough County, Florida",76,45,37,12,16,55,34,13,12,13,12,29,9,21,41,39,17
"G12005700065021","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 65.02, Hillsborough County, Florida",857,46,11,49,183,22,32,7,134,44,52,102,30,12,12,70,51,"Block Group 1, Census Tract 65.02, Hillsborough County, Florida",111,51,20,51,110,24,52,10,79,35,37,77,31,19,19,63,59
"G12005700065022","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 65.02, Hillsborough County, Florida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 65.02, Hillsborough County, Florida",13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"G12005700065023","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006502","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 65.02, Hillsborough County, Florida",470,28,42,24,18,9,48,28,45,10,22,10,93,75,18,0,0,"Block Group 3, Census Tract 65.02, Hillsborough County, Florida",95,45,34,26,21,14,49,28,33,15,24,16,64,65,20,13,13
"G12005700066001","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 66, Hillsborough County, Florida",330,22,38,29,5,17,19,0,44,0,30,8,41,37,0,22,18,"Block Group 1, Census Tract 66, Hillsborough County, Florida",77,23,31,45,9,18,20,13,42,13,28,16,29,35,13,35,21
"G12005700066002","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 66, Hillsborough County, Florida",427,9,9,11,23,9,49,21,27,7,19,80,39,44,15,24,41,"Block Group 2, Census Tract 66, Hillsborough County, Florida",78,13,14,16,27,14,44,23,25,11,19,43,52,37,18,23,24
"G12005700066003","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006600","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 66, Hillsborough County, Florida",622,21,36,36,62,38,37,0,3,0,139,36,47,78,30,36,23,"Block Group 3, Census Tract 66, Hillsborough County, Florida",108,23,46,56,40,51,32,13,6,13,78,29,58,42,28,34,25
"G12005700066004","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006600","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 66, Hillsborough County, Florida",679,83,29,111,18,59,31,0,29,51,46,33,141,14,21,13,0,"Block Group 4, Census Tract 66, Hillsborough County, Florida",112,53,29,81,19,42,31,13,28,53,36,31,84,18,25,19,13
"G12005700067001","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 67, Hillsborough County, Florida",602,14,0,43,0,73,32,77,0,0,69,53,55,42,0,52,92,"Block Group 1, Census Tract 67, Hillsborough County, Florida",146,22,13,50,13,95,32,108,13,13,61,50,42,36,13,35,51
"G12005700067002","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 67, Hillsborough County, Florida",580,0,16,17,18,16,18,16,0,0,0,64,16,86,24,97,192,"Block Group 2, Census Tract 67, Hillsborough County, Florida",118,13,26,27,30,26,30,27,13,13,13,50,26,72,36,65,121
"G12005700067003","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 67, Hillsborough County, Florida",270,0,23,0,0,0,0,0,0,0,0,32,57,16,0,43,99,"Block Group 3, Census Tract 67, Hillsborough County, Florida",77,13,39,13,13,13,13,13,13,13,13,27,57,24,13,52,55
"G12005700067004","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 67, Hillsborough County, Florida",458,14,40,0,30,19,0,15,0,0,0,0,18,103,0,63,156,"Block Group 4, Census Tract 67, Hillsborough County, Florida",127,22,46,13,35,30,13,23,13,13,13,13,29,89,13,76,96
"G12005700067005","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006700","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 67, Hillsborough County, Florida",312,0,0,0,42,0,0,0,14,15,14,12,58,53,0,52,52,"Block Group 5, Census Tract 67, Hillsborough County, Florida",91,13,13,13,64,13,13,13,22,24,25,21,43,66,13,40,41
"G12005700067006","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006700","6",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 67, Hillsborough County, Florida",242,20,0,0,0,0,13,0,10,0,0,18,37,53,35,0,56,"Block Group 6, Census Tract 67, Hillsborough County, Florida",66,32,13,13,13,13,22,13,17,13,13,30,43,48,39,13,37
"G12005700068011","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006801","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 68.01, Hillsborough County, Florida",324,0,0,31,137,0,0,54,0,11,0,14,0,77,0,0,0,"Block Group 1, Census Tract 68.01, Hillsborough County, Florida",82,13,13,30,92,13,13,47,13,18,13,24,13,72,13,13,13
"G12005700068012","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006801","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 68.01, Hillsborough County, Florida",293,11,0,24,0,12,0,13,0,0,0,11,125,35,12,37,13,"Block Group 2, Census Tract 68.01, Hillsborough County, Florida",114,18,13,19,13,19,13,20,13,13,13,20,99,42,20,45,22
"G12005700068013","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006801","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 68.01, Hillsborough County, Florida",348,66,0,0,0,39,34,53,8,0,0,17,27,28,54,22,0,"Block Group 3, Census Tract 68.01, Hillsborough County, Florida",125,97,13,13,13,33,37,50,14,13,13,28,44,35,46,27,13
"G12005700068014","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006801","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 68.01, Hillsborough County, Florida",833,0,62,14,21,26,69,38,0,77,91,165,92,54,0,90,34,"Block Group 4, Census Tract 68.01, Hillsborough County, Florida",174,13,60,21,34,32,84,41,13,85,79,134,80,80,13,73,35
"G12005700068015","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006801","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 68.01, Hillsborough County, Florida",426,97,12,0,0,29,36,11,16,30,40,54,0,0,72,11,18,"Block Group 5, Census Tract 68.01, Hillsborough County, Florida",122,79,19,13,13,26,55,18,26,51,49,41,13,13,92,18,30
"G12005700068021","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006802","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 68.02, Hillsborough County, Florida",575,0,20,49,31,27,9,23,12,67,28,21,78,13,19,20,158,"Block Group 1, Census Tract 68.02, Hillsborough County, Florida",90,13,23,59,31,25,14,25,19,61,26,24,48,19,19,22,72
"G12005700068022","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006802","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 68.02, Hillsborough County, Florida",546,11,0,11,13,10,0,24,40,54,36,90,40,72,21,39,85,"Block Group 2, Census Tract 68.02, Hillsborough County, Florida",97,17,13,19,20,15,13,22,44,51,31,71,36,43,21,36,54
"G12005700068023","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006802","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 68.02, Hillsborough County, Florida",335,7,0,0,0,0,24,10,19,8,16,43,35,89,52,12,20,"Block Group 3, Census Tract 68.02, Hillsborough County, Florida",61,10,13,13,13,13,35,15,24,13,24,31,33,48,43,18,22
"G12005700069001","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 69, Hillsborough County, Florida",678,0,14,14,0,15,13,65,17,0,19,92,104,98,10,25,192,"Block Group 1, Census Tract 69, Hillsborough County, Florida",140,13,23,22,13,25,21,57,27,13,32,81,100,98,18,31,118
"G12005700069002","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 69, Hillsborough County, Florida",303,0,0,0,16,35,0,29,17,0,95,45,20,0,21,0,25,"Block Group 2, Census Tract 69, Hillsborough County, Florida",78,13,13,13,25,54,13,32,25,13,69,42,32,13,34,13,43
"G12005700069003","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006900","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 69, Hillsborough County, Florida",299,15,18,17,0,30,20,0,20,0,109,19,24,7,12,0,8,"Block Group 3, Census Tract 69, Hillsborough County, Florida",114,25,29,26,13,35,32,13,31,13,100,31,28,13,21,13,14
"G12005700069004","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006900","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 69, Hillsborough County, Florida",447,12,0,0,0,19,28,215,13,39,14,57,0,20,30,0,0,"Block Group 4, Census Tract 69, Hillsborough County, Florida",138,19,13,13,13,30,32,127,22,50,23,46,13,33,35,13,13
"G12005700069005","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006900","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 69, Hillsborough County, Florida",387,30,0,0,56,0,45,13,14,0,21,99,56,15,0,18,20,"Block Group 5, Census Tract 69, Hillsborough County, Florida",126,50,13,13,78,13,71,21,24,13,26,110,28,23,13,30,32
"G12005700069006","2013-2017",,,"Florida","12","Hillsborough County","057",,,"006900","6",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 69, Hillsborough County, Florida",331,0,16,0,12,0,0,15,0,0,12,0,68,28,13,26,141,"Block Group 6, Census Tract 69, Hillsborough County, Florida",94,13,27,13,19,13,13,24,13,13,20,13,85,32,23,40,98
"G12005700070011","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007001","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 70.01, Hillsborough County, Florida",410,12,0,32,37,0,62,46,17,20,101,32,10,28,13,0,0,"Block Group 1, Census Tract 70.01, Hillsborough County, Florida",94,15,13,31,39,13,53,51,26,32,67,42,15,43,21,13,13
"G12005700070012","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007001","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 70.01, Hillsborough County, Florida",291,8,0,0,42,6,8,3,41,25,12,37,56,39,7,7,0,"Block Group 2, Census Tract 70.01, Hillsborough County, Florida",70,12,13,13,34,10,13,10,42,27,17,31,41,28,12,11,13
"G12005700070013","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007001","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 70.01, Hillsborough County, Florida",528,30,29,0,32,0,21,10,24,21,18,84,69,92,31,18,49,"Block Group 3, Census Tract 70.01, Hillsborough County, Florida",104,39,27,13,42,13,33,16,22,25,17,60,43,70,27,24,54
"G12005700070014","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007001","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 70.01, Hillsborough County, Florida",339,0,67,8,7,8,7,16,15,7,41,41,42,25,40,15,0,"Block Group 4, Census Tract 70.01, Hillsborough County, Florida",65,13,53,12,11,12,11,19,18,13,31,28,30,24,44,22,13
"G12005700070021","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007002","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 70.02, Hillsborough County, Florida",347,56,7,42,0,5,49,30,7,16,44,19,28,44,0,0,0,"Block Group 1, Census Tract 70.02, Hillsborough County, Florida",71,36,12,50,13,10,49,25,13,25,48,17,28,47,13,13,13
"G12005700070022","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007002","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 70.02, Hillsborough County, Florida",591,51,35,91,37,14,35,59,15,0,39,62,67,28,29,10,19,"Block Group 2, Census Tract 70.02, Hillsborough County, Florida",100,48,24,47,45,20,33,66,28,13,46,56,59,26,26,16,21
"G12005700070023","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007002","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 70.02, Hillsborough County, Florida",409,86,11,0,10,72,53,49,29,0,12,48,32,0,0,0,7,"Block Group 3, Census Tract 70.02, Hillsborough County, Florida",106,71,16,13,17,67,57,48,32,13,19,38,30,13,13,13,12
"G12005700071021","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007102","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 71.02, Hillsborough County, Florida",233,32,24,27,30,10,12,0,5,16,0,48,29,0,0,0,0,"Block Group 1, Census Tract 71.02, Hillsborough County, Florida",71,44,31,34,43,15,19,13,8,24,13,48,33,13,13,13,13
"G12005700071022","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007102","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 71.02, Hillsborough County, Florida",357,0,13,12,0,0,0,0,23,0,0,0,48,0,8,44,209,"Block Group 2, Census Tract 71.02, Hillsborough County, Florida",93,13,19,21,13,13,13,13,37,13,13,13,53,13,13,32,86
"G12005700071023","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007102","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 71.02, Hillsborough County, Florida",866,23,16,8,49,74,42,71,24,91,105,90,59,61,57,88,8,"Block Group 3, Census Tract 71.02, Hillsborough County, Florida",133,38,18,13,41,52,39,47,31,59,53,62,44,38,72,68,12
"G12005700071031","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007103","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 71.03, Hillsborough County, Florida",434,68,0,0,27,4,19,13,9,8,0,33,110,52,82,9,0,"Block Group 1, Census Tract 71.03, Hillsborough County, Florida",87,43,13,13,28,9,24,16,14,13,13,30,60,39,63,15,13
"G12005700071032","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007103","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 71.03, Hillsborough County, Florida",569,47,0,0,8,42,50,18,7,84,41,106,62,89,15,0,0,"Block Group 2, Census Tract 71.03, Hillsborough County, Florida",110,56,13,13,14,30,41,22,11,68,36,75,54,59,20,13,13
"G12005700071033","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007103","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 71.03, Hillsborough County, Florida",543,54,57,13,21,25,0,26,28,40,79,57,70,40,0,0,33,"Block Group 3, Census Tract 71.03, Hillsborough County, Florida",99,37,48,15,23,29,13,28,44,45,51,37,50,36,13,13,51
"G12005700072001","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 72, Hillsborough County, Florida",683,92,7,26,21,24,60,0,6,9,29,100,48,163,15,18,65,"Block Group 1, Census Tract 72, Hillsborough County, Florida",129,70,11,20,24,22,55,13,10,14,24,75,33,71,17,19,83
"G12005700072002","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 72, Hillsborough County, Florida",640,59,10,32,7,23,19,59,2,30,62,37,138,33,28,77,24,"Block Group 2, Census Tract 72, Hillsborough County, Florida",127,44,19,40,10,38,22,63,6,47,59,39,78,37,20,43,27
"G12005700072003","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 72, Hillsborough County, Florida",563,21,19,8,17,37,0,10,14,7,90,61,98,51,32,25,73,"Block Group 3, Census Tract 72, Hillsborough County, Florida",102,27,21,12,19,58,13,15,15,11,66,33,61,32,31,25,59
"G12005700073001","2013-2017",,,"Florida","12","Hillsborough County","057",,,"007300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 73, Hillsborough County, Florida",588,37,0,13,58,53,33,20,25,17,33,15,99,17,68,100,0,"Block Group 1, Census Tract 73, Hillsborough County, Florida",64,30,13,22,47,45,28,21,27,22,27,17,63,19,40,51,13
"G12005700101031","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010103","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101.03, Hillsborough County, Florida",1015,76,48,39,44,47,97,54,51,7,41,107,189,107,64,21,23,"Block Group 1, Census Tract 101.03, Hillsborough County, Florida",112,58,47,38,29,29,61,45,49,12,47,60,83,57,50,23,20
"G12005700101032","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010103","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101.03, Hillsborough County, Florida",417,24,7,8,16,10,0,36,5,27,67,62,95,15,18,27,0,"Block Group 2, Census Tract 101.03, Hillsborough County, Florida",75,30,10,14,17,15,13,30,9,33,44,42,62,17,21,26,13
"G12005700101051","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010105","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101.05, Hillsborough County, Florida",520,61,14,6,39,6,20,11,0,57,46,60,59,28,27,53,33,"Block Group 1, Census Tract 101.05, Hillsborough County, Florida",82,54,17,12,40,9,18,17,13,63,28,36,36,29,27,52,38
"G12005700101052","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010105","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101.05, Hillsborough County, Florida",334,0,0,0,33,41,11,45,0,0,83,49,10,43,11,0,8,"Block Group 2, Census Tract 101.05, Hillsborough County, Florida",76,13,13,13,25,41,17,32,13,13,57,30,16,33,17,13,12
"G12005700101053","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010105","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101.05, Hillsborough County, Florida",568,78,0,18,8,43,111,0,9,28,24,37,63,35,9,65,40,"Block Group 3, Census Tract 101.05, Hillsborough County, Florida",108,56,13,20,11,51,59,13,21,44,22,30,45,25,14,59,32
"G12005700101061","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010106","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101.06, Hillsborough County, Florida",310,27,0,11,11,20,0,0,9,42,17,19,64,26,20,35,9,"Block Group 1, Census Tract 101.06, Hillsborough County, Florida",85,43,13,18,16,23,13,13,14,53,19,20,44,23,23,28,13
"G12005700101062","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010106","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101.06, Hillsborough County, Florida",661,46,19,0,67,0,18,57,48,42,56,68,70,79,45,28,18,"Block Group 2, Census Tract 101.06, Hillsborough County, Florida",117,39,20,13,59,13,21,40,50,52,42,52,44,42,31,27,19
"G12005700101063","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010106","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101.06, Hillsborough County, Florida",157,7,0,0,0,0,8,0,28,10,42,0,9,9,9,35,0,"Block Group 3, Census Tract 101.06, Hillsborough County, Florida",56,11,13,13,13,13,12,13,15,16,55,13,14,15,15,36,13
"G12005700101064","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010106","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 101.06, Hillsborough County, Florida",568,0,0,46,20,81,10,33,0,11,80,36,91,66,48,30,16,"Block Group 4, Census Tract 101.06, Hillsborough County, Florida",123,13,13,51,21,68,16,41,13,16,77,50,68,58,51,46,18
"G12005700101071","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010107","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101.07, Hillsborough County, Florida",559,28,9,59,20,18,91,69,6,34,25,47,46,54,26,16,11,"Block Group 1, Census Tract 101.07, Hillsborough County, Florida",78,45,13,41,22,20,63,44,10,31,23,38,33,45,23,25,19
"G12005700101072","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010107","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 101.07, Hillsborough County, Florida",763,78,24,103,78,55,25,119,48,40,68,39,49,20,9,8,0,"Block Group 2, Census Tract 101.07, Hillsborough County, Florida",93,37,22,63,48,37,24,57,34,30,35,29,29,27,14,13,13
"G12005700101073","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010107","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101.07, Hillsborough County, Florida",296,20,28,17,0,0,54,0,7,0,56,20,49,40,0,5,0,"Block Group 3, Census Tract 101.07, Hillsborough County, Florida",81,30,45,19,13,13,42,13,11,13,43,21,45,37,13,10,13
"G12005700101081","2013-2017",,,"Florida","12","Hillsborough County","057",,,"010108","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 101.08, Hillsborough County, Florida",358,39,20,14,53,21,31,22,8,0,12,52,33,30,15,0,8,"Block Group 1, Census Tract 101.08, Hillsborough County, Florida",74,35,17,16,34,33,21,21,11,13,13,18,30,20,15,13,13
