GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AH1OE001,AH1OE002,AH1OE003,AH1OE004,AH1OE005,AH1OE006,AH1OE007,AH1OE008,AH1OE009,AH1OE010,AH1OE011,AH1OE012,AH1OE013,AH1OE014,AH1OE015,AH1OE016,AH1OE017,NAME_M,AH1OM001,AH1OM002,AH1OM003,AH1OM004,AH1OM005,AH1OM006,AH1OM007,AH1OM008,AH1OM009,AH1OM010,AH1OM011,AH1OM012,AH1OM013,AH1OM014,AH1OM015,AH1OM016,AH1OM017
"G12006900304071","2013-2017",,,"Florida","12","Lake County","069",,,"030407","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.07, Lake County, Florida",1405,69,148,128,117,81,112,93,96,52,79,149,94,90,63,21,13,"Block Group 1, Census Tract 304.07, Lake County, Florida",131,47,78,69,81,62,55,55,57,45,47,70,56,73,43,29,16
"G12006900304081","2013-2017",,,"Florida","12","Lake County","069",,,"030408","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.08, Lake County, Florida",1435,31,92,33,55,59,252,72,119,15,205,115,165,83,39,73,27,"Block Group 1, Census Tract 304.08, Lake County, Florida",184,37,55,33,49,74,145,86,58,21,99,70,72,72,37,51,37
"G12006900304082","2013-2017",,,"Florida","12","Lake County","069",,,"030408","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 304.08, Lake County, Florida",606,14,28,49,16,14,0,45,57,60,110,73,81,45,0,14,0,"Block Group 2, Census Tract 304.08, Lake County, Florida",106,23,33,42,24,24,13,41,41,46,87,51,58,42,13,24,13
"G12006900304091","2013-2017",,,"Florida","12","Lake County","069",,,"030409","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.09, Lake County, Florida",421,0,44,61,0,14,90,28,18,15,53,32,39,27,0,0,0,"Block Group 1, Census Tract 304.09, Lake County, Florida",94,13,34,52,13,24,65,32,29,25,38,37,44,24,13,13,13
"G12006900304092","2013-2017",,,"Florida","12","Lake County","069",,,"030409","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 304.09, Lake County, Florida",383,48,16,29,43,118,31,30,15,0,18,0,16,19,0,0,0,"Block Group 2, Census Tract 304.09, Lake County, Florida",91,40,25,34,39,54,36,33,24,13,27,13,25,28,13,13,13
"G12006900304093","2013-2017",,,"Florida","12","Lake County","069",,,"030409","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 304.09, Lake County, Florida",614,15,31,47,30,108,63,29,47,104,27,27,86,0,0,0,0,"Block Group 3, Census Tract 304.09, Lake County, Florida",113,24,35,43,35,69,37,31,43,102,33,31,56,13,13,13,13
"G12006900304094","2013-2017",,,"Florida","12","Lake County","069",,,"030409","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 304.09, Lake County, Florida",636,30,54,42,44,49,34,16,192,37,53,31,54,0,0,0,0,"Block Group 4, Census Tract 304.09, Lake County, Florida",131,35,74,39,40,47,37,25,82,36,44,36,48,13,13,13,13
"G12006900304095","2013-2017",,,"Florida","12","Lake County","069",,,"030409","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 304.09, Lake County, Florida",756,85,13,47,62,60,14,61,99,51,34,117,74,25,0,14,0,"Block Group 5, Census Tract 304.09, Lake County, Florida",126,76,21,44,51,48,24,50,73,48,36,90,52,29,13,24,13
"G12006900304101","2013-2017",,,"Florida","12","Lake County","069",,,"030410","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.10, Lake County, Florida",1268,0,18,4,128,71,47,63,84,67,39,167,189,68,91,87,145,"Block Group 1, Census Tract 304.10, Lake County, Florida",94,13,21,8,71,52,43,42,61,42,30,62,72,42,52,68,64
"G12006900304111","2013-2017",,,"Florida","12","Lake County","069",,,"030411","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 304.11, Lake County, Florida",890,13,43,189,0,125,52,130,78,11,44,74,108,0,14,9,0,"Block Group 1, Census Tract 304.11, Lake County, Florida",154,22,46,116,13,106,58,107,57,18,53,66,86,13,22,15,13
"G12006900304112","2013-2017",,,"Florida","12","Lake County","069",,,"030411","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 304.11, Lake County, Florida",342,74,16,33,18,0,16,30,0,0,38,30,29,58,0,0,0,"Block Group 2, Census Tract 304.11, Lake County, Florida",123,78,27,38,28,13,27,45,13,13,54,35,36,56,13,13,13
"G12006900304113","2013-2017",,,"Florida","12","Lake County","069",,,"030411","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 304.11, Lake County, Florida",1476,41,7,111,117,81,97,69,103,69,139,372,91,119,49,0,11,"Block Group 3, Census Tract 304.11, Lake County, Florida",183,39,15,78,79,56,78,51,54,48,91,136,44,53,51,13,16
"G12006900305021","2013-2017",,,"Florida","12","Lake County","069",,,"030502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 305.02, Lake County, Florida",126,0,0,9,9,26,0,0,0,31,0,0,51,0,0,0,0,"Block Group 1, Census Tract 305.02, Lake County, Florida",68,13,13,16,16,30,13,13,13,43,13,13,59,13,13,13,13
"G12006900305022","2013-2017",,,"Florida","12","Lake County","069",,,"030502","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 305.02, Lake County, Florida",515,0,71,55,16,9,57,24,21,24,91,100,21,26,0,0,0,"Block Group 2, Census Tract 305.02, Lake County, Florida",111,13,46,45,24,17,53,31,27,39,62,70,27,32,13,13,13
"G12006900305023","2013-2017",,,"Florida","12","Lake County","069",,,"030502","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 305.02, Lake County, Florida",497,77,13,46,35,26,127,0,62,52,27,0,13,0,0,19,0,"Block Group 3, Census Tract 305.02, Lake County, Florida",109,70,21,56,53,26,84,13,71,56,38,13,21,13,13,19,13
"G12006900305024","2013-2017",,,"Florida","12","Lake County","069",,,"030502","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 305.02, Lake County, Florida",964,99,81,26,64,43,69,59,23,44,134,97,183,28,0,0,14,"Block Group 4, Census Tract 305.02, Lake County, Florida",152,69,78,31,62,53,61,58,28,36,98,80,128,35,13,13,27
"G12006900305031","2013-2017",,,"Florida","12","Lake County","069",,,"030503","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 305.03, Lake County, Florida",297,38,35,25,58,12,4,3,5,29,29,31,24,4,0,0,0,"Block Group 1, Census Tract 305.03, Lake County, Florida",75,33,28,23,39,14,6,6,7,30,26,28,26,8,13,13,13
"G12006900305032","2013-2017",,,"Florida","12","Lake County","069",,,"030503","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 305.03, Lake County, Florida",208,0,37,5,27,0,6,24,10,5,29,47,3,0,7,8,0,"Block Group 2, Census Tract 305.03, Lake County, Florida",57,13,28,7,27,13,10,37,17,8,29,29,6,13,11,10,13
"G12006900305041","2013-2017",,,"Florida","12","Lake County","069",,,"030504","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 305.04, Lake County, Florida",588,170,72,82,0,58,0,82,0,14,51,0,59,0,0,0,0,"Block Group 1, Census Tract 305.04, Lake County, Florida",166,100,80,83,13,69,13,84,13,24,72,13,57,13,13,13,13
"G12006900305042","2013-2017",,,"Florida","12","Lake County","069",,,"030504","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 305.04, Lake County, Florida",348,36,21,41,53,0,17,11,12,54,67,36,0,0,0,0,0,"Block Group 2, Census Tract 305.04, Lake County, Florida",145,33,29,39,66,13,26,18,20,70,77,58,13,13,13,13,13
"G12006900305043","2013-2017",,,"Florida","12","Lake County","069",,,"030504","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 305.04, Lake County, Florida",1647,67,60,42,165,88,132,109,104,95,101,135,217,138,65,112,17,"Block Group 3, Census Tract 305.04, Lake County, Florida",162,48,57,66,114,55,93,71,61,59,55,78,112,81,74,88,28
"G12006900305044","2013-2017",,,"Florida","12","Lake County","069",,,"030504","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 305.04, Lake County, Florida",705,122,115,15,60,28,47,0,153,18,0,57,53,37,0,0,0,"Block Group 4, Census Tract 305.04, Lake County, Florida",177,79,111,24,73,31,52,13,136,29,13,60,78,47,13,13,13
"G12006900306011","2013-2017",,,"Florida","12","Lake County","069",,,"030601","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 306.01, Lake County, Florida",675,93,123,57,126,30,31,12,11,23,36,89,22,0,11,0,11,"Block Group 1, Census Tract 306.01, Lake County, Florida",159,70,88,51,97,34,38,19,21,27,52,80,37,13,19,13,18
"G12006900306012","2013-2017",,,"Florida","12","Lake County","069",,,"030601","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 306.01, Lake County, Florida",490,0,51,11,9,86,20,13,13,0,55,17,136,47,32,0,0,"Block Group 2, Census Tract 306.01, Lake County, Florida",121,13,65,17,16,70,24,21,21,13,57,28,70,64,41,13,13
"G12006900306013","2013-2017",,,"Florida","12","Lake County","069",,,"030601","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 306.01, Lake County, Florida",709,70,26,41,86,17,37,27,27,87,76,110,38,20,0,21,26,"Block Group 3, Census Tract 306.01, Lake County, Florida",134,45,30,38,66,26,34,33,31,60,50,83,37,34,13,37,44
"G12006900306021","2013-2017",,,"Florida","12","Lake County","069",,,"030602","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 306.02, Lake County, Florida",353,76,67,31,62,74,0,20,2,0,8,0,13,0,0,0,0,"Block Group 1, Census Tract 306.02, Lake County, Florida",98,46,54,36,60,72,13,24,4,13,12,13,14,13,13,13,13
"G12006900306022","2013-2017",,,"Florida","12","Lake County","069",,,"030602","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 306.02, Lake County, Florida",265,36,28,17,43,19,0,0,21,8,64,14,0,7,0,8,0,"Block Group 2, Census Tract 306.02, Lake County, Florida",90,47,37,21,36,22,13,13,34,12,55,17,13,10,13,13,13
"G12006900306023","2013-2017",,,"Florida","12","Lake County","069",,,"030602","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 306.02, Lake County, Florida",301,65,13,19,0,7,43,11,8,0,34,21,13,10,21,0,36,"Block Group 3, Census Tract 306.02, Lake County, Florida",101,61,19,31,13,11,37,18,13,13,32,23,14,17,26,13,61
"G12006900307011","2013-2017",,,"Florida","12","Lake County","069",,,"030701","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 307.01, Lake County, Florida",493,24,21,17,44,8,19,22,52,39,36,29,90,51,8,26,7,"Block Group 1, Census Tract 307.01, Lake County, Florida",85,23,20,18,41,12,18,25,31,35,30,24,48,34,12,38,12
"G12006900307012","2013-2017",,,"Florida","12","Lake County","069",,,"030701","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 307.01, Lake County, Florida",363,8,34,43,16,31,30,36,28,21,14,8,38,27,0,14,15,"Block Group 2, Census Tract 307.01, Lake County, Florida",87,12,43,27,19,39,25,25,23,24,18,13,27,22,13,16,19
"G12006900307021","2013-2017",,,"Florida","12","Lake County","069",,,"030702","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 307.02, Lake County, Florida",901,115,42,56,172,55,53,32,19,29,49,70,63,115,0,6,25,"Block Group 1, Census Tract 307.02, Lake County, Florida",133,73,29,52,93,49,48,34,18,26,37,46,38,62,13,10,22
"G12006900307022","2013-2017",,,"Florida","12","Lake County","069",,,"030702","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 307.02, Lake County, Florida",712,18,21,36,15,0,57,39,25,42,40,104,168,57,17,42,31,"Block Group 2, Census Tract 307.02, Lake County, Florida",98,27,25,32,17,13,56,28,24,30,31,56,67,51,28,33,33
"G12006900308031","2013-2017",,,"Florida","12","Lake County","069",,,"030803","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 308.03, Lake County, Florida",500,10,80,88,71,42,18,71,11,9,27,49,0,24,0,0,0,"Block Group 1, Census Tract 308.03, Lake County, Florida",111,15,57,63,55,25,28,38,16,15,44,44,13,28,13,13,13
"G12006900308032","2013-2017",,,"Florida","12","Lake County","069",,,"030803","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 308.03, Lake County, Florida",727,22,83,14,42,42,34,0,66,58,101,33,136,47,15,17,17,"Block Group 2, Census Tract 308.03, Lake County, Florida",120,25,64,16,46,36,25,13,54,39,56,19,70,30,16,19,20
"G12006900308033","2013-2017",,,"Florida","12","Lake County","069",,,"030803","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 308.03, Lake County, Florida",363,30,59,25,49,19,27,10,25,37,43,18,11,10,0,0,0,"Block Group 3, Census Tract 308.03, Lake County, Florida",104,29,36,30,62,21,28,16,30,35,56,19,18,17,13,13,13
"G12006900308034","2013-2017",,,"Florida","12","Lake County","069",,,"030803","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 308.03, Lake County, Florida",305,0,21,21,30,12,32,28,44,21,27,20,9,0,0,40,0,"Block Group 4, Census Tract 308.03, Lake County, Florida",93,13,23,25,48,18,35,44,43,24,40,28,14,13,13,42,13
"G12006900308041","2013-2017",,,"Florida","12","Lake County","069",,,"030804","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 308.04, Lake County, Florida",629,83,47,73,28,38,17,28,30,10,83,39,69,72,7,0,5,"Block Group 1, Census Tract 308.04, Lake County, Florida",87,48,26,57,24,25,18,28,21,12,37,21,37,46,12,13,7
"G12006900308051","2013-2017",,,"Florida","12","Lake County","069",,,"030805","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 308.05, Lake County, Florida",933,56,52,36,31,87,71,104,131,60,68,37,131,27,16,0,26,"Block Group 1, Census Tract 308.05, Lake County, Florida",112,39,44,32,28,49,42,60,64,40,48,30,77,25,24,13,31
"G12006900308052","2013-2017",,,"Florida","12","Lake County","069",,,"030805","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 308.05, Lake County, Florida",469,0,8,21,17,43,104,31,21,10,26,92,60,22,14,0,0,"Block Group 2, Census Tract 308.05, Lake County, Florida",98,13,13,22,22,52,72,33,23,15,26,62,45,26,24,13,13
"G12006900308061","2013-2017",,,"Florida","12","Lake County","069",,,"030806","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 308.06, Lake County, Florida",523,20,72,73,47,24,58,11,31,7,27,37,53,34,0,16,13,"Block Group 1, Census Tract 308.06, Lake County, Florida",116,22,62,66,54,23,66,20,28,11,28,41,42,43,13,23,20
"G12006900308062","2013-2017",,,"Florida","12","Lake County","069",,,"030806","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 308.06, Lake County, Florida",1108,43,32,171,37,78,30,62,94,42,70,162,141,68,0,59,19,"Block Group 2, Census Tract 308.06, Lake County, Florida",124,39,28,85,29,43,31,40,50,46,38,76,68,53,13,50,21
"G12006900308071","2013-2017",,,"Florida","12","Lake County","069",,,"030807","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 308.07, Lake County, Florida",1823,201,135,141,162,98,93,163,100,31,174,121,139,97,38,113,17,"Block Group 1, Census Tract 308.07, Lake County, Florida",153,92,73,69,98,52,64,79,86,28,77,72,75,57,30,73,20
"G12006900309021","2013-2017",,,"Florida","12","Lake County","069",,,"030902","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 309.02, Lake County, Florida",869,82,0,22,23,0,48,0,51,107,64,86,211,64,102,0,9,"Block Group 1, Census Tract 309.02, Lake County, Florida",197,108,13,36,36,13,56,13,60,135,62,93,147,53,98,13,18
"G12006900309022","2013-2017",,,"Florida","12","Lake County","069",,,"030902","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 309.02, Lake County, Florida",2381,41,25,105,37,20,67,70,89,72,70,400,449,421,165,186,164,"Block Group 2, Census Tract 309.02, Lake County, Florida",326,51,40,103,46,33,69,72,163,68,67,195,214,225,157,120,100
"G12006900309023","2013-2017",,,"Florida","12","Lake County","069",,,"030902","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 309.02, Lake County, Florida",738,0,0,132,24,0,90,0,0,0,172,74,0,51,60,108,27,"Block Group 3, Census Tract 309.02, Lake County, Florida",273,13,13,138,38,13,114,13,13,13,152,94,13,59,60,89,42
"G12006900309024","2013-2017",,,"Florida","12","Lake County","069",,,"030902","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 309.02, Lake County, Florida",975,24,26,21,0,23,51,47,17,200,20,110,198,109,54,75,0,"Block Group 4, Census Tract 309.02, Lake County, Florida",214,37,41,33,13,38,83,75,30,167,32,71,171,114,81,89,13
"G12006900309121","2013-2017",,,"Florida","12","Lake County","069",,,"030912","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 309.12, Lake County, Florida",522,15,0,0,45,72,16,9,39,46,99,50,98,33,0,0,0,"Block Group 1, Census Tract 309.12, Lake County, Florida",95,24,13,13,43,73,26,16,45,42,84,41,85,39,13,13,13
"G12006900309122","2013-2017",,,"Florida","12","Lake County","069",,,"030912","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 309.12, Lake County, Florida",425,0,16,18,28,0,26,0,0,72,0,111,32,109,0,13,0,"Block Group 2, Census Tract 309.12, Lake County, Florida",139,13,26,27,33,13,30,13,13,94,13,95,37,95,13,22,13
"G12006900309123","2013-2017",,,"Florida","12","Lake County","069",,,"030912","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 309.12, Lake County, Florida",1056,84,84,52,76,45,68,104,63,0,103,120,135,57,0,17,48,"Block Group 3, Census Tract 309.12, Lake County, Florida",174,72,62,61,64,47,49,69,82,13,103,86,92,59,13,27,79
"G12006900309124","2013-2017",,,"Florida","12","Lake County","069",,,"030912","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 309.12, Lake County, Florida",553,32,16,0,29,50,41,10,95,36,17,76,44,32,43,0,32,"Block Group 4, Census Tract 309.12, Lake County, Florida",92,50,25,13,31,45,45,16,57,35,27,57,39,34,52,13,36
"G12006900309131","2013-2017",,,"Florida","12","Lake County","069",,,"030913","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 309.13, Lake County, Florida",798,18,35,25,30,27,58,27,44,29,91,110,145,24,31,36,68,"Block Group 1, Census Tract 309.13, Lake County, Florida",74,18,32,25,21,23,38,18,34,28,27,45,49,16,19,24,30
"G12006900309141","2013-2017",,,"Florida","12","Lake County","069",,,"030914","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 309.14, Lake County, Florida",849,47,158,0,65,51,54,91,60,76,31,75,57,53,0,17,14,"Block Group 1, Census Tract 309.14, Lake County, Florida",157,71,49,13,82,60,58,94,54,70,40,53,53,55,13,28,23
"G12006900309142","2013-2017",,,"Florida","12","Lake County","069",,,"030914","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 309.14, Lake County, Florida",614,44,69,0,21,0,0,0,84,0,22,46,54,137,14,0,123,"Block Group 2, Census Tract 309.14, Lake County, Florida",168,69,77,13,34,13,13,13,106,13,45,48,56,109,28,13,102
"G12006900309143","2013-2017",,,"Florida","12","Lake County","069",,,"030914","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 309.14, Lake County, Florida",147,16,25,0,0,17,0,0,0,0,0,37,29,0,0,0,23,"Block Group 3, Census Tract 309.14, Lake County, Florida",69,26,32,13,13,27,13,13,13,13,13,47,40,13,13,13,38
"G12006900309144","2013-2017",,,"Florida","12","Lake County","069",,,"030914","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 309.14, Lake County, Florida",513,81,13,76,15,54,16,53,14,0,79,39,73,0,0,0,0,"Block Group 4, Census Tract 309.14, Lake County, Florida",136,73,22,64,24,87,25,53,23,13,70,46,82,13,13,13,13
"G12006900310001","2013-2017",,,"Florida","12","Lake County","069",,,"031000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 310, Lake County, Florida",820,18,0,0,51,0,32,22,113,0,0,146,124,126,165,0,23,"Block Group 1, Census Tract 310, Lake County, Florida",128,28,13,13,45,13,35,27,82,13,13,83,62,90,107,13,29
"G12006900310002","2013-2017",,,"Florida","12","Lake County","069",,,"031000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 310, Lake County, Florida",1133,16,22,34,55,24,71,74,95,17,86,149,217,160,47,37,29,"Block Group 2, Census Tract 310, Lake County, Florida",123,22,29,30,48,27,51,54,81,19,79,99,95,87,32,41,29
"G12006900310003","2013-2017",,,"Florida","12","Lake County","069",,,"031000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 310, Lake County, Florida",811,84,18,59,52,92,13,96,16,22,75,76,69,28,30,81,0,"Block Group 3, Census Tract 310, Lake County, Florida",137,60,16,40,36,83,13,62,17,14,74,34,38,24,32,75,13
"G12006900310004","2013-2017",,,"Florida","12","Lake County","069",,,"031000","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 310, Lake County, Florida",431,15,0,29,19,70,23,0,98,0,45,16,67,49,0,0,0,"Block Group 4, Census Tract 310, Lake County, Florida",108,23,13,32,34,42,34,13,85,13,35,25,49,45,13,13,13
"G12006900311011","2013-2017",,,"Florida","12","Lake County","069",,,"031101","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 311.01, Lake County, Florida",151,11,0,31,0,34,0,16,0,10,13,0,18,18,0,0,0,"Block Group 1, Census Tract 311.01, Lake County, Florida",76,18,13,43,13,45,13,26,13,16,22,13,28,28,13,13,13
"G12006900311012","2013-2017",,,"Florida","12","Lake County","069",,,"031101","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 311.01, Lake County, Florida",1538,97,108,0,44,62,115,46,71,114,109,297,207,126,16,111,15,"Block Group 2, Census Tract 311.01, Lake County, Florida",156,60,92,13,40,48,61,44,51,58,67,101,97,96,24,74,24
"G12006900311013","2013-2017",,,"Florida","12","Lake County","069",,,"031101","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 311.01, Lake County, Florida",372,27,27,15,13,23,0,0,73,0,38,12,92,25,16,0,11,"Block Group 3, Census Tract 311.01, Lake County, Florida",123,37,30,24,21,27,13,13,56,13,61,19,79,29,26,13,18
"G12006900311014","2013-2017",,,"Florida","12","Lake County","069",,,"031101","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 311.01, Lake County, Florida",1423,0,70,57,77,128,89,59,103,121,169,234,202,31,69,0,14,"Block Group 4, Census Tract 311.01, Lake County, Florida",158,13,58,45,41,77,59,47,57,68,77,102,90,34,49,13,22
"G12006900311021","2013-2017",,,"Florida","12","Lake County","069",,,"031102","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 311.02, Lake County, Florida",453,16,14,0,35,0,0,49,49,86,28,62,88,26,0,0,0,"Block Group 1, Census Tract 311.02, Lake County, Florida",95,24,23,13,38,13,13,59,46,98,31,50,53,30,13,13,13
"G12006900311022","2013-2017",,,"Florida","12","Lake County","069",,,"031102","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 311.02, Lake County, Florida",672,56,44,49,31,66,107,45,49,30,12,46,87,0,16,34,0,"Block Group 2, Census Tract 311.02, Lake County, Florida",137,65,33,45,34,46,105,38,37,35,20,43,72,13,25,40,13
"G12006900311023","2013-2017",,,"Florida","12","Lake County","069",,,"031102","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 311.02, Lake County, Florida",570,45,47,29,47,61,33,63,52,46,66,28,15,0,0,38,0,"Block Group 3, Census Tract 311.02, Lake County, Florida",92,35,75,34,46,48,26,49,47,41,51,31,24,13,13,38,13
"G12006900311024","2013-2017",,,"Florida","12","Lake County","069",,,"031102","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 311.02, Lake County, Florida",2105,81,35,61,50,82,118,125,224,68,322,207,394,167,57,78,36,"Block Group 4, Census Tract 311.02, Lake County, Florida",153,50,34,47,38,61,64,68,100,50,104,93,129,74,46,85,34
"G12006900311031","2013-2017",,,"Florida","12","Lake County","069",,,"031103","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 311.03, Lake County, Florida",703,34,23,49,23,22,35,46,13,43,70,53,97,71,26,34,64,"Block Group 1, Census Tract 311.03, Lake County, Florida",60,21,25,39,18,14,24,22,12,24,31,26,34,30,20,21,31
"G12006900312021","2013-2017",,,"Florida","12","Lake County","069",,,"031202","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 312.02, Lake County, Florida",710,60,33,27,64,13,41,15,47,30,45,10,117,59,12,52,85,"Block Group 1, Census Tract 312.02, Lake County, Florida",147,51,26,30,66,21,41,23,62,35,38,19,95,71,20,62,84
"G12006900312022","2013-2017",,,"Florida","12","Lake County","069",,,"031202","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 312.02, Lake County, Florida",1353,10,114,103,140,65,73,97,90,44,68,151,152,141,48,6,51,"Block Group 2, Census Tract 312.02, Lake County, Florida",222,19,122,82,96,62,63,88,97,53,66,88,77,84,71,21,54
"G12006900312023","2013-2017",,,"Florida","12","Lake County","069",,,"031202","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 312.02, Lake County, Florida",175,40,11,0,0,0,14,0,0,0,12,22,11,0,0,12,53,"Block Group 3, Census Tract 312.02, Lake County, Florida",114,66,19,13,13,13,22,13,13,13,22,32,20,13,13,19,88
"G12006900312031","2013-2017",,,"Florida","12","Lake County","069",,,"031203","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 312.03, Lake County, Florida",846,114,9,105,0,85,21,50,54,20,112,80,152,44,0,0,0,"Block Group 1, Census Tract 312.03, Lake County, Florida",160,91,16,105,13,82,24,52,54,37,84,77,130,35,13,13,13
"G12006900312032","2013-2017",,,"Florida","12","Lake County","069",,,"031203","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 312.03, Lake County, Florida",1494,37,53,34,75,34,78,171,94,57,165,300,246,63,70,0,17,"Block Group 2, Census Tract 312.03, Lake County, Florida",154,45,43,38,54,39,59,82,63,41,86,105,76,45,51,13,27
